Keyword;Position;Previous Position;Search Volume;Keyword Difficulty Index;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends;Timestamp
"rug interior";"6";"7";"40";"76.29";"1.65";"https://www.houzz.com/ideabooks/222609/list/11-area-rug-rules-and-how-to-break-them";"0.00";"0.00";"0.19";"64500000";"0.56,0.78,0.11,1.00,0.44,0.22,0.78,0.56,0.22,0.44,0.44,0.33";"1510401980"
"interior designer in nj";"3";"0";"30";"50.75";"3.67";"https://www.houzz.com/professionals/interior-designer/c/Morristown--NJ";"0.00";"0.00";"0.89";"30400000";"0.40,0.60,0.60,0.40,0.40,0.40,0.80,1.00,0.40,0.20,0.60,0.80";"1509426502"
"pocket doors interior";"13";"11";"260";"71.40";"1.47";"https://www.houzz.com/ideabooks/28820115/list/the-secret-to-pocket-doors-success";"0.00";"0.00";"1.00";"6870000";"0.44,0.36,0.44,0.67,0.36,0.44,1.00,0.82,1.00,0.36,0.82,1.00";"1508326156"
"solid interior shutters";"3";"4";"30";"65.74";"1.85";"https://www.houzz.com/solid-interior-shutters";"0.00";"0.00";"1.00";"4470000";"0.80,0.40,0.60,0.40,0.60,0.80,0.80,0.60,0.80,0.60,1.00,0.80";"1508739032"
"interior doors without casing";"10";"6";"70";"66.46";"2.21";"https://www.houzz.com/no-casing-door";"0.00";"0.00";"0.89";"7100000";"0.33,0.78,1.00,0.33,1.00,1.00,0.22,0.56,0.22,0.44,0.44,0.78";"1510280541"
"painting interior doors";"18";"12";"720";"81.43";"4.53";"https://www.houzz.com/ideabooks/29576535/list/11-reasons-to-paint-your-interior-doors-black";"0.00";"0.00";"0.36";"2280000";"1.00,0.82,0.82,0.82,1.00,0.82,0.82,0.82,0.82,0.55,1.00,1.00";"1508860919"
"interior art";"7";"11";"50";"53.85";"1.05";"https://www.houzz.com/pro/jackiecoburn/interior-art";"0.00";"0.00";"0.28";"435000000";"1.00,0.71,1.00,0.57,0.57,0.71,0.71,0.71,0.71,0.71,1.00,0.71";"1508554646"
"interior epoxy flooring";"5";"3";"40";"58.77";"3.98";"https://www.houzz.com/interior-epoxy-floors";"0.00";"0.00";"0.97";"3630000";"1.00,0.33,0.33,0.78,0.33,0.22,0.11,0.44,0.11,0.78,0.78,0.33";"1510402309"
"modern interior decorating";"6";"0";"50";"78.82";"1.01";"https://www.houzz.com/photos/modern";"0.00";"0.00";"0.56";"8640000";"0.71,0.57,0.57,0.43,0.71,0.57,0.71,0.29,0.71,0.71,1.00,0.57";"1508589026"
"modern interior decorating";"5";"6";"50";"78.82";"1.01";"https://www.houzz.com/modern-interior-decorating";"0.00";"0.00";"0.56";"8640000";"0.71,0.57,0.57,0.43,0.71,0.57,0.71,0.29,0.71,0.71,1.00,0.57";"1508589026"
"modern interior plants";"9";"14";"90";"70.54";"2.48";"https://www.houzz.com/contemporary-tall-indoor-plants";"0.00";"0.00";"1.00";"15800000";"0.44,0.22,0.22,0.56,0.22,0.78,1.00,0.33,1.00,0.56,0.56,0.22";"1509677063"
"black interior shutters";"4";"6";"30";"76.99";"1.10";"https://www.houzz.com/black-plantation-shutters";"0.00";"0.00";"1.00";"13500000";"0.75,0.50,1.00,0.75,0.75,0.25,0.75,0.75,0.75,0.50,0.75,1.00";"1508720239"
"sound insulation for interior walls";"2";"2";"20";"82.79";"1.29";"https://www.houzz.com/discussions/3011109/new-home-should-we-insulate-interior-walls-for-sound";"0.00";"0.00";"0.99";"1700000";"1.00,0.33,0.33,0.33,0.33,0.67,0.67,0.33,0.67,0.33,0.67,0.67";"1509101387"
"interior decorators austin";"2";"2";"20";"58.70";"4.77";"https://www.houzz.com/professionals/interior-designer/c/Austin--TX";"0.00";"0.00";"0.56";"34900000";"0.67,0.67,0.67,0.67,0.33,0.67,1.00,0.67,0.67,0.33,0.67,0.33";"1509508215"
"interior designer los angeles ca";"2";"2";"20";"58.49";"3.73";"https://www.houzz.com/professionals/interior-designer/c/Los-Angeles--CA";"0.00";"0.00";"0.56";"32000000";"0.40,0.20,0.20,0.40,0.80,0.60,1.00,0.40,0.20,0.60,0.40,0.40";"1508958861"
"interior paint reviews";"19";"18";"720";"73.03";"1.92";"https://www.houzz.com/discussions/738455/what-is-the-best-interior-paint-brand-with-the-best-colors";"0.00";"0.00";"0.51";"36800000";"1.00,0.82,0.67,0.82,1.00,1.00,0.82,0.67,0.67,0.44,0.82,0.67";"1508961118"
"regency interior design";"2";"2";"20";"66.42";"18.24";"https://www.houzz.com/ideabooks/5614209/list/regency-style-shows-interiors-a-grand-time";"0.00";"0.00";"0.23";"2480000";"0.50,0.75,0.50,0.50,1.00,0.75,0.50,0.50,0.50,0.50,0.25,0.75";"1509000348"
"ideal house interior design review";"6";"3";"50";"28.23";"8.24";"https://www.houzz.com/ideal-house-interior-design";"0.00";"0.00";"0.64";"4850000";"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.44";"1510328872"
"styles of interior doors";"6";"6";"40";"67.44";"1.43";"https://www.houzz.com/ideabooks/13812351/list/know-your-house-interior-door-parts-and-styles";"0.00";"0.00";"1.00";"3980000";"0.57,0.57,0.29,0.57,0.43,0.43,0.57,0.57,0.43,0.57,1.00,0.57";"1508607449"
"solid core wood interior doors";"11";"15";"50";"65.70";"1.51";"https://www.houzz.com/discussions/3396530/is-it-worth-the-cost-to-install-solid-core-doors-in-a-house";"0.00";"0.00";"1.00";"469000";"0.71,0.71,0.43,0.71,0.57,1.00,0.57,0.71,0.71,1.00,1.00,1.00";"1508511231"
"professional interiors";"3";"3";"30";"69.66";"2.29";"https://www.houzz.com/pro/jenniferashcraft/professional-interiors-inc-atlanta";"0.00";"0.00";"0.03";"47800000";"1.00,0.60,0.80,0.80,0.60,0.60,0.60,0.60,0.80,0.40,0.60,0.80";"1508734333"
"best paint color for garage interior";"6";"11";"50";"63.10";"10.97";"https://www.houzz.com/discussions/1165924/what-color-should-we-paint-the-walls-of-our-garage";"0.00";"0.00";"0.42";"19700000";"0.57,0.71,0.71,1.00,0.71,0.71,0.43,1.00,0.43,0.43,0.57,0.57";"1508553533"
"santa barbara interior design firms";"2";"0";"20";"46.13";"4.66";"https://www.houzz.com/professionals/interior-designer/c/Santa-Barbara--CA";"0.00";"0.00";"0.45";"519000";"0.67,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.67,1.00,1.00";"1509404626"
"interior paint grey";"6";"6";"50";"81.51";"1.68";"https://www.houzz.com/ideabooks/454963/list/choosing-paint-how-to-pick-the-right-gray";"0.00";"0.00";"0.73";"24900000";"0.78,0.44,0.44,1.00,0.44,0.11,0.22,0.56,0.22,1.00,1.00,0.44";"1510334161"
"traditional interior design";"13";"13";"320";"65.44";"5.78";"https://www.houzz.com/traditional-interior-design-ideas";"0.00";"0.00";"0.21";"15300000";"0.67,0.67,0.54,0.54,0.67,0.67,0.81,0.67,0.67,0.67,1.00,1.00";"1508865206"
"interior design accessories";"6";"6";"50";"69.13";"1.38";"https://www.houzz.com/interior-design-accessories";"0.00";"0.00";"0.75";"70900000";"0.71,0.71,0.71,0.71,0.71,0.57,0.71,0.71,0.71,0.43,1.00,0.71";"1508648625"
"interior glass railings";"2";"2";"20";"60.74";"1.17";"https://www.houzz.com/interior-glass-stair-railing";"0.00";"0.00";"1.00";"16200000";"0.67,0.67,0.33,0.33,1.00,1.00,1.00,0.67,0.67,0.67,0.33,1.00";"1509511727"
"home interior consultant";"5";"0";"50";"73.62";"2.32";"https://www.houzz.com/discussions/4239035/home-interior-consultant";"0.00";"0.00";"0.40";"9280000";"0.71,0.57,0.43,0.57,0.71,1.00,0.57,1.00,0.71,0.71,0.71,0.43";"1508516406"
"interior stone tiles";"10";"10";"90";"72.49";"2.57";"https://www.houzz.com/ideabooks/528881/list/your-floor-how-to-find-right-stone-tile";"0.00";"0.00";"1.00";"43300000";"0.22,0.44,0.11,0.56,0.11,1.00,0.33,0.33,0.78,0.11,0.11,0.11";"1509738155"
"interior designers dallas texas";"2";"2";"20";"55.57";"3.70";"https://www.houzz.com/professionals/interior-designer/c/Dallas--TX";"0.00";"0.00";"0.77";"3970000";"0.67,1.00,0.33,0.67,0.33,0.67,0.67,0.33,0.67,0.67,0.67,1.00";"1506353844"
"interior designer new jersey";"2";"2";"20";"53.93";"3.37";"https://www.houzz.com/professionals/interior-designer/c/Westfield--NJ";"0.00";"0.00";"0.66";"25800000";"0.50,0.25,1.00,0.75,0.75,0.50,0.50,0.25,0.50,0.25,0.75,0.50";"1509112189"
"interior metal ceiling panels";"11";"13";"50";"66.49";"1.70";"https://www.houzz.com/metal-ceiling";"0.00";"0.00";"1.00";"6320000";"0.78,0.33,0.56,0.22,0.56,0.22,0.33,0.44,1.00,0.56,0.56,0.78";"1510332711"
"interior door and closet";"6";"9";"50";"78.92";"4.99";"https://www.houzz.com/pro/interiordoorandcloset/interior-door-and-closet-company";"0.00";"0.00";"0.70";"3560000";"0.78,1.00,0.78,0.56,0.78,0.56,0.56,0.44,0.56,0.44,0.44,0.33";"1508551082"
"best italian interior designers";"10";"9";"90";"69.31";"4.84";"https://www.houzz.com/professionals/interior-designer/c/Little-Italy--ON";"0.00";"0.00";"0.33";"0";"0.22,0.33,0.11,0.44,0.11,0.78,0.33,0.22,0.78,0.11,0.11,1.00";"1509678010"
"interior pocket doors";"13";"14";"320";"70.84";"1.27";"https://www.houzz.com/ideabooks/28820115/list/the-secret-to-pocket-doors-success";"0.00";"0.00";"1.00";"6040000";"0.54,0.44,0.44,0.54,0.54,0.54,0.67,0.67,0.54,0.67,0.81,1.00";"1510719998"
"creative design interiors";"14";"10";"320";"78.88";"1.87";"https://www.houzz.com/pro/theresareed/creative-design-interiors";"0.00";"0.00";"0.06";"13400000";"0.82,0.82,1.00,0.82,1.00,1.00,0.82,0.82,0.82,0.82,0.82,0.82";"1508864768"
"top chicago interior designers";"3";"3";"30";"66.20";"2.09";"https://www.houzz.com/professionals/interior-designer/c/Chicago--IL";"0.00";"0.00";"0.71";"9640000";"0.75,0.75,0.75,1.00,0.50,0.75,0.75,0.50,0.75,0.50,1.00,0.75";"1509539660"
"interior door hardware modern";"5";"3";"50";"71.26";"2.33";"https://www.houzz.com/photos/contemporary/door-hardware";"0.00";"0.00";"1.00";"5070000";"0.78,0.33,0.56,0.22,0.11,0.22,0.33,0.44,1.00,0.56,0.56,0.78";"1510330113"
"interior house painting quotes";"6";"9";"50";"71.10";"8.17";"https://www.houzz.com/discussions/1058437/how-much-should-it-cost-to-paint-the-interior-of-a-3000-sq-foot-home";"0.00";"0.00";"0.89";"2610000";"0.78,0.56,0.44,0.11,0.44,0.22,0.22,0.78,0.22,1.00,1.00,0.56";"1510333311"
"art interior design";"4";"9";"30";"71.91";"10.84";"https://www.houzz.com/ideabooks/447382/list/10-design-strategies-for-art-lovers";"0.00";"0.00";"0.33";"250000000";"0.75,1.00,1.00,0.50,0.75,1.00,0.75,1.00,1.00,0.50,1.00,0.75";"1508863663"
"stone walls interior";"6";"8";"50";"77.06";"1.92";"https://www.houzz.com/interior-stone-wall";"0.00";"0.00";"1.00";"9280000";"1.00,0.56,0.44,0.44,0.56,0.44,0.22,0.44,0.44,0.56,0.56,0.44";"1508532776"
"interior door paint ideas";"7";"6";"70";"85.24";"1.22";"https://www.houzz.com/painted-interior-doors";"0.00";"0.00";"0.24";"33900000";"0.82,0.45,0.45,0.18,0.64,0.82,0.64,0.45,0.36,0.45,0.64,1.00";"1508439460"
"best sherwin williams interior paint";"8";"6";"70";"84.44";"3.42";"https://www.houzz.com/discussions/778025/need-help-duration-cashmere-harmony";"0.00";"0.00";"0.12";"2460000";"0.36,0.45,0.36,0.82,1.00,0.45,0.64,0.64,0.64,0.45,0.45,0.45";"1508434447"
"interior modern house design";"9";"4";"70";"81.85";"23.09";"https://www.houzz.com/photos/modern";"0.00";"0.00";"0.37";"152000000";"0.56,0.78,0.78,0.22,0.78,1.00,0.11,1.00,0.44,0.78,0.78,0.33";"1510075433"
"interior design firms kansas city";"2";"2";"20";"45.34";"2.86";"https://www.houzz.com/professionals/interior-designer/c/Kansas-City--MO";"0.00";"0.00";"0.48";"537000";"0.33,0.33,0.67,0.67,1.00,1.00,1.00,0.67,0.67,1.00,1.00,1.00";"1509512349"
"craftsman house interior design";"5";"6";"50";"74.66";"1.23";"https://www.houzz.com/craftsman-interior";"0.00";"0.00";"0.15";"2300000";"0.78,0.78,0.56,0.22,0.56,0.22,1.00,1.00,0.33,0.56,0.56,0.33";"1510317834"
"can you put a gas fireplace on an interior wall";"9";"11";"70";"82.65";"1.53";"https://www.houzz.com/discussions/358663/not-sure-where-to-put-the-fireplace";"0.00";"0.00";"1.00";"6880000";"0.56,0.44,1.00,0.33,1.00,1.00,0.22,0.56,0.22,0.44,0.44,0.44";"1507295735"
"interior designer ny";"2";"2";"20";"58.64";"4.54";"https://www.houzz.com/professionals/interior-designer/c/New-York--NY";"0.00";"0.00";"0.67";"65700000";"1.00,0.50,0.50,0.75,0.75,0.25,0.50,0.50,0.25,0.25,0.75,0.75";"1508910081"
"interior designers westchester ny";"2";"2";"20";"40.63";"1.95";"https://www.houzz.com/professionals/interior-designer/c/White-Plains--NY";"0.00";"0.00";"0.64";"544000";"0.25,1.00,0.50,0.50,0.50,0.75,0.75,0.50,0.25,0.25,1.00,0.75";"1509489944"
"luxury home interior paint colors";"5";"2";"40";"72.06";"3.12";"https://www.houzz.com/most-popular-interior-paint-colors";"0.00";"0.00";"0.88";"29900000";"0.71,0.29,0.29,1.00,0.29,0.43,0.57,0.14,0.57,1.00,1.00,0.29";"1510375768"
"interior design the woodlands";"2";"2";"20";"46.12";"4.49";"https://www.houzz.com/pro/astondesign/carla-aston-interior-designer";"0.00";"0.00";"0.51";"1880000";"0.67,0.67,0.67,0.67,0.67,1.00,0.67,0.67,1.00,0.67,1.00,0.67";"1509407915"
"interior decorators orlando";"2";"2";"20";"46.24";"1.97";"https://www.houzz.com/professionals/interior-designer/c/Orlando--FL";"0.00";"0.00";"0.55";"38300000";"1.00,0.29,0.14,0.14,0.29,0.29,0.43,0.14,0.14,0.29,0.29,0.14";"1509510084"
"interior wood cladding";"7";"4";"50";"59.67";"1.11";"https://www.houzz.com/wood-wall-cladding";"0.00";"0.00";"0.96";"17400000";"0.33,0.56,0.22,0.44,0.22,0.78,0.33,0.44,1.00,0.78,0.33,0.78";"1508587492"
"greige interiors";"6";"5";"50";"66.86";"11.61";"https://www.houzz.com/pro/johnrabalais/greige-home-interiors";"0.00";"0.00";"0.13";"13500000";"0.44,1.00,0.56,0.11,0.56,0.11,1.00,0.78,0.33,0.56,0.56,0.44";"1510334188"
"greige interiors";"7";"6";"50";"66.86";"11.61";"https://www.houzz.com/greige";"0.00";"0.00";"0.13";"13500000";"0.44,1.00,0.56,0.11,0.56,0.11,1.00,0.78,0.33,0.56,0.56,0.44";"1510334188"
"country interior design";"13";"13";"260";"80.53";"3.86";"https://www.houzz.com/french-country-interior-design";"0.00";"0.00";"0.45";"119000000";"0.67,0.54,0.54,0.54,0.54,0.67,0.54,0.67,0.67,0.67,1.00,0.67";"1510696409"
"interior spiral staircase";"11";"13";"50";"66.05";"3.82";"https://www.houzz.com/interior-spiral-staircase";"0.00";"0.00";"1.00";"1990000";"1.00,0.71,0.71,0.43,1.00,0.71,0.43,0.29,0.57,0.43,0.71,1.00";"1508475630"
"color schemes for church interiors";"11";"19";"50";"56.55";"2.33";"https://www.houzz.com/discussions/1267245/church-worship-center-wall-color";"0.00";"0.00";"0.57";"1640000";"0.57,1.00,1.00,0.43,1.00,0.29,0.14,0.71,0.14,0.43,0.43,1.00";"1510372290"
"famous black interior designers";"10";"8";"90";"67.80";"5.24";"https://www.houzz.com/african-american-interior-decorators";"0.00";"0.00";"0.25";"12100000";"0.22,1.00,0.11,0.44,0.11,0.78,0.78,0.78,0.33,0.11,0.11,0.33";"1509689003"
"interior paint brands";"12";"10";"170";"81.17";"1.49";"https://www.houzz.com/discussions/738455/what-is-the-best-interior-paint-brand-with-the-best-colors";"0.00";"0.00";"0.67";"22300000";"0.67,0.67,0.52,0.81,0.81,0.67,0.67,0.81,1.00,0.67,1.00,0.67";"1508321942"
"interior design cad";"5";"8";"50";"67.15";"4.03";"https://www.houzz.com/ideabooks/28084404/list/design-practice-how-to-pick-the-right-drawing-software";"0.00";"0.00";"0.43";"24400000";"0.71,0.57,0.71,0.71,0.71,1.00,1.00,0.71,0.71,0.57,1.00,1.00";"1508618408"
"lobby interior";"6";"6";"50";"70.35";"3.59";"https://www.houzz.com/small-lobby";"0.00";"0.00";"0.04";"109000000";"0.44,0.44,0.56,0.11,0.56,0.11,0.33,0.33,1.00,0.56,0.56,1.00";"1510332495"
"farmhouse style interior doors";"4";"5";"40";"71.27";"1.26";"https://www.houzz.com/photos/farmhouse/interior-doors";"0.00";"0.00";"1.00";"22700000";"0.56,0.78,0.33,1.00,0.33,0.33,0.11,0.56,0.11,0.78,0.78,0.78";"1510371796"
"interior decorations";"12";"11";"170";"78.07";"2.17";"https://www.houzz.com/photos";"0.00";"0.00";"0.99";"15800000";"0.67,0.67,0.67,0.67,0.67,0.81,0.67,0.81,0.81,0.81,1.00,1.00";"1508349197"
"interior iron doors";"7";"0";"50";"61.59";"1.78";"https://www.houzz.com/wrought-iron-doors";"0.00";"0.00";"0.99";"9790000";"0.71,0.43,0.71,0.43,0.57,0.29,0.43,0.71,1.00,0.71,0.71,0.71";"1508511238"
"interior iron doors";"6";"6";"50";"61.59";"1.78";"https://www.houzz.com/interior-iron-door";"0.00";"0.00";"0.99";"9790000";"0.71,0.43,0.71,0.43,0.57,0.29,0.43,0.71,1.00,0.71,0.71,0.71";"1508511238"
"best interior paint for the price";"10";"11";"70";"81.39";"3.48";"https://www.houzz.com/discussions/738455/what-is-the-best-interior-paint-brand-with-the-best-colors";"0.00";"0.00";"0.88";"13400000";"0.56,1.00,0.78,0.33,0.78,0.11,0.11,0.11,0.44,0.78,0.78,0.44";"1510349028"
"interior designers houston texas";"2";"2";"20";"64.01";"4.79";"https://www.houzz.com/professionals/interior-designer/c/Houston--TX";"0.00";"0.00";"0.70";"3680000";"1.00,0.50,0.50,0.50,0.50,1.00,1.00,0.50,1.00,0.50,0.50,1.00";"1509405174"
"home interior websites";"2";"2";"20";"76.66";"2.43";"https://www.houzz.com/home-interior-design-websites";"0.00";"0.00";"0.53";"84500000";"0.67,0.67,0.67,0.33,0.67,0.33,0.33,1.00,0.67,0.67,1.00,0.67";"1508999338"
"how to choose an interior designer";"5";"9";"50";"70.58";"1.99";"https://www.houzz.com/ideabooks/3293842/list/how-to-work-with-an-interior-designer";"0.00";"0.00";"0.48";"4620000";"0.71,0.71,0.71,0.71,0.57,1.00,1.00,0.57,0.57,0.71,1.00,0.71";"1508551264"
"how much does it cost to have interior house painted";"4";"5";"40";"76.20";"1.61";"https://www.houzz.com/discussions/1058437/how-much-should-it-cost-to-paint-the-interior-of-a-3000-sq-foot-home";"0.00";"0.00";"0.64";"27800000";"0.56,0.78,0.33,1.00,0.33,0.33,0.11,0.56,0.11,0.78,0.78,0.78";"1510398596"
"gloss interior doors";"4";"0";"40";"76.88";"5.12";"https://www.houzz.com/high-gloss-doors";"0.00";"0.00";"1.00";"1660000";"1.00,0.78,0.78,0.22,0.78,0.22,0.11,1.00,0.44,0.78,0.78,0.33";"1510366958"
"mid century modern home interiors";"7";"4";"50";"75.05";"8.15";"https://www.houzz.com/photos/midcentury";"0.00";"0.00";"0.09";"23600000";"0.71,0.71,0.71,0.57,0.71,0.71,0.43,0.71,0.43,0.43,1.00,1.00";"1508606204"
"interior design firms in nyc";"2";"2";"20";"56.55";"6.22";"https://www.houzz.com/professionals/interior-designer/c/New-York--NY";"0.00";"0.00";"0.55";"1370000";"0.67,0.33,0.67,0.33,0.33,0.33,0.67,0.67,0.67,0.67,1.00,1.00";"1509422805"
"interior bifold doors frosted glass";"8";"8";"90";"84.95";"1.12";"https://www.houzz.com/frosted-glass-bifold-door";"0.00";"0.00";"1.00";"1180000";"0.29,0.71,1.00,0.29,1.00,1.00,0.14,0.57,0.14,0.43,0.43,0.71";"1509687039"
"interior designer honolulu";"2";"2";"20";"47.88";"13.23";"https://www.houzz.com/professionals/interior-designer/c/Honolulu--HI";"0.00";"0.00";"0.44";"5010000";"0.67,0.67,0.33,0.67,0.67,1.00,0.33,0.67,0.67,0.33,0.67,0.33";"1509403909"
"closet interior design";"4";"5";"30";"65.89";"6.25";"https://www.houzz.com/closet-interior-design";"0.00";"0.00";"0.91";"67700000";"0.40,0.60,0.40,0.80,0.40,0.60,0.20,0.60,0.40,0.40,0.80,1.00";"1509426084"
"cleveland interior design";"2";"2";"20";"54.91";"6.74";"https://www.houzz.com/professionals/interior-designer/c/Cleveland--OH";"0.00";"0.00";"0.25";"19900000";"1.00,0.33,0.33,0.67,0.67,0.33,0.33,1.00,0.33,0.33,1.00,1.00";"1509626407"
"interior painting prices";"8";"9";"70";"70.80";"11.01";"https://www.houzz.com/discussions/1058437/how-much-should-it-cost-to-paint-the-interior-of-a-3000-sq-foot-home";"0.00";"0.00";"0.83";"34200000";"0.78,1.00,0.56,0.78,1.00,0.78,0.78,0.56,0.44,0.56,0.78,1.00";"1508437439"
"residential interior designers chicago";"2";"2";"20";"57.52";"4.48";"https://www.houzz.com/professionals/interior-designer/c/Chicago--IL";"0.00";"0.00";"0.81";"1670000";"1.00,0.33,0.67,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.67,1.00";"1509404438"
"how much interior painting cost";"5";"6";"40";"70.41";"11.33";"https://www.houzz.com/discussions/1058437/how-much-should-it-cost-to-paint-the-interior-of-a-3000-sq-foot-home";"0.00";"0.00";"0.62";"32700000";"0.71,0.71,0.43,1.00,0.43,0.29,0.14,0.57,0.14,1.00,1.00,0.71";"1510368842"
"interior doors and trim color ideas";"4";"5";"40";"75.94";"2.01";"https://www.houzz.com/ideabooks/49208262/list/what-color-should-you-paint-your-trim";"0.00";"0.00";"0.34";"8430000";"1.00,0.56,0.56,0.11,0.56,0.22,0.33,0.78,0.33,0.11,0.11,0.56";"1510399621"
"bi fold shutters interior";"10";"0";"90";"73.19";"1.46";"https://www.houzz.com/photos/interior-shutters/query/bi-fold";"0.00";"0.00";"1.00";"4610000";"0.22,0.33,0.11,0.44,0.11,0.78,0.33,0.22,0.78,0.11,0.11,1.00";"1509688601"
"two tone interior paint";"5";"11";"50";"76.09";"6.06";"https://www.houzz.com/two-tone-paint-color";"0.00";"0.00";"0.29";"15400000";"0.44,0.56,0.56,0.22,0.56,0.22,0.33,0.44,1.00,0.56,0.56,0.11";"1510402047"
"two tone interior paint";"6";"8";"50";"76.09";"6.06";"https://www.houzz.com/ideabooks/2901192/list/split-your-colors-with-two-toned-walls";"0.00";"0.00";"0.29";"15400000";"0.44,0.56,0.56,0.22,0.56,0.22,0.33,0.44,1.00,0.56,0.56,0.11";"1510402047"
"cost to paint 2000 sq ft house interior";"5";"5";"40";"76.68";"1.20";"https://www.houzz.com/discussions/1058437/how-much-should-it-cost-to-paint-the-interior-of-a-3000-sq-foot-home";"0.00";"0.00";"0.30";"935000";"0.07,0.12,0.06,0.01,0.06,0.04,0.44,0.24,1.00,0.15,0.06,0.06";"1510372818"
"average labor cost for interior painting";"9";"9";"90";"73.45";"1.95";"https://www.houzz.com/discussions/1058437/how-much-should-it-cost-to-paint-the-interior-of-a-3000-sq-foot-home";"0.00";"0.00";"0.54";"893000";"0.44,1.00,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,1.00";"1509687521"
"interior sliding barn doors for sale";"17";"22";"590";"81.54";"1.44";"https://www.houzz.com/photos/interior-doors/type_door--Barn-Doors";"0.00";"0.00";"1.00";"23700000";"0.67,0.55,0.55,0.55,0.67,1.00,0.67,0.55,0.55,0.55,1.00,1.00";"1509572882"
"best software for interior design";"7";"14";"50";"76.83";"3.34";"https://www.houzz.com/ideabooks/28084404/list/design-practice-how-to-pick-the-right-drawing-software";"0.00";"0.00";"0.79";"0";"1.00,0.71,0.71,0.57,0.71,0.71,0.43,0.57,0.71,0.57,1.00,0.71";"1508475771"
"seafood restaurant interior design";"8";"8";"90";"67.97";"4.59";"https://www.houzz.com/photos/query/seafood-restaurant-light";"0.00";"0.00";"0.49";"2790000";"0.22,0.22,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,0.22";"1509673099"
"interior bathroom";"3";"4";"30";"79.14";"3.85";"https://www.houzz.com/photos/bathroom/size--compact";"0.00";"0.00";"0.21";"304000000";"0.50,0.50,0.50,0.75,0.75,0.50,0.50,0.75,0.75,1.00,0.75,0.75";"1509364898"
"double wide interior";"9";"10";"70";"70.36";"1.51";"https://www.houzz.com/double-wide";"0.00";"0.00";"0.13";"7790000";"0.33,0.33,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.33";"1510286486"
"portland oregon interior designers";"2";"2";"20";"49.86";"3.05";"https://www.houzz.com/professionals/interior-designer/c/Portland--OR";"0.00";"0.00";"0.62";"1570000";"0.67,1.00,0.67,0.67,0.33,0.33,0.33,0.67,0.33,1.00,0.33,1.00";"1509478894"
"manufactured homes interior design";"7";"0";"50";"75.60";"18.24";"https://www.houzz.com/mobile-homes";"0.00";"0.00";"0.54";"3540000";"0.78,0.56,0.44,0.11,0.44,0.22,0.22,0.78,0.22,1.00,1.00,0.56";"1510317548"
"manufactured homes interior design";"6";"8";"50";"75.60";"18.24";"https://www.houzz.com/mobile-home-decorating";"0.00";"0.00";"0.54";"3540000";"0.78,0.56,0.44,0.11,0.44,0.22,0.22,0.78,0.22,1.00,1.00,0.56";"1510317548"
"what is the best interior paint on the market";"10";"11";"70";"81.38";"2.44";"https://www.houzz.com/discussions/738455/what-is-the-best-interior-paint-brand-with-the-best-colors";"0.00";"0.00";"1.00";"41000000";"0.71,0.29,0.57,0.14,0.57,0.14,0.29,0.43,1.00,0.57,0.57,0.71";"1510311078"
"houston interior decorators";"2";"2";"20";"59.60";"3.16";"https://www.houzz.com/professionals/interior-designer/c/Houston--TX";"0.00";"0.00";"0.68";"867000";"1.00,0.14,0.43,0.14,0.29,0.57,0.29,0.14,0.29,0.29,0.43,0.14";"1509102715"
"interior design companies in chicago";"2";"2";"20";"56.19";"8.86";"https://www.houzz.com/professionals/interior-designer/c/Chicago--IL";"0.00";"0.00";"0.67";"17900000";"0.33,0.33,0.33,0.67,1.00,0.33,0.33,0.67,0.67,0.67,1.00,0.33";"1508902841"
"house painting cost interior";"5";"3";"50";"75.92";"5.97";"https://www.houzz.com/discussions/1058437/how-much-should-it-cost-to-paint-the-interior-of-a-3000-sq-foot-home";"0.00";"0.00";"0.81";"34200000";"1.00,0.57,0.29,0.71,1.00,0.57,1.00,0.71,0.43,0.43,0.43,0.43";"1508460657"
"interior design small bedroom";"11";"10";"50";"81.81";"3.96";"https://www.houzz.com/ideabooks/69061883/list/the-dos-and-donts-of-decorating-a-small-bedroom";"0.00";"0.00";"0.20";"71200000";"0.43,0.71,0.57,0.71,0.57,1.00,0.71,0.43,0.29,0.71,0.71,0.57";"1508530027"
"interior design nh";"3";"3";"30";"51.94";"2.24";"https://www.houzz.com/professionals/interior-designer/c/Concord--NH";"0.00";"0.00";"0.38";"26400000";"0.80,0.80,0.40,0.60,0.60,0.60,1.00,0.40,0.40,0.20,1.00,0.80";"1509363874"
"interior home styles";"5";"5";"50";"75.37";"1.48";"https://www.houzz.com/ideabooks/Decorating-Styles";"0.00";"0.00";"0.25";"133000000";"0.71,0.43,0.71,0.71,0.71,1.00,1.00,0.71,0.71,0.43,0.71,0.71";"1508732566"
