Keyword;Position;Previous Position;Search Volume;Keyword Difficulty Index;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends;Timestamp
"beach house interior designs pictures";"57";"0";"10";"76.17";"1.81";"https://www.trendir.com/bold-exterior-beach-house-with-minimalist-interiors/";"0.00";"0.00";"0.37";"56200000";"0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50";"1509367269"
"interior office design ideas";"82";"0";"20";"79.48";"3.15";"https://www.trendir.com/interior-ideas-for-the-home-office-modern-scandinavian-style/";"0.00";"0.00";"0.46";"77100000";"0.75,0.75,0.50,0.50,0.25,0.50,0.25,0.50,1.00,0.25,0.75,0.50";"1509404545"
"beach house interiors";"30";"0";"320";"81.82";"1.01";"https://www.trendir.com/colorful-beach-house-interior-in-santa-monica/";"0.00";"0.00";"0.20";"17600000";"0.67,0.81,0.81,0.81,1.00,0.81,0.67,0.67,0.54,0.54,0.81,0.81";"1508955713"
"living room interior design";"70";"0";"590";"74.72";"1.53";"https://www.trendir.com/interior-design-inspiration-fr/";"0.00";"0.00";"0.67";"250000000";"1.00,0.67,0.44,0.82,0.82,1.00,0.82,0.82,0.82,0.82,1.00,1.00";"1509588496"
"wall panels decorative interior";"29";"0";"30";"60.65";"1.05";"https://www.trendir.com/decorative-panels-by-totalston/";"0.00";"0.00";"0.96";"10400000";"0.43,0.43,0.29,0.43,0.29,0.43,0.29,0.29,0.43,0.57,1.00,0.29";"1509511040"
"brick interior wall";"67";"0";"210";"81.05";"1.14";"https://www.trendir.com/interior-brick-feature-wall/";"0.00";"0.00";"0.97";"86400000";"0.54,0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.81,1.00,1.00,1.00";"1510723716"
"interior ceiling designs";"95";"0";"50";"72.71";"2.66";"https://www.trendir.com/unique-ceiling-designs/";"0.00";"0.00";"0.55";"14400000";"0.33,1.00,0.78,0.78,1.00,0.56,0.11,0.22,1.00,0.56,0.33,0.22";"1508560266"
"wall glass design interior";"41";"49";"40";"75.78";"2.32";"https://www.trendir.com/modern-box-house-with-interior-glass-bridges/";"0.00";"0.00";"0.90";"225000000";"0.56,0.11,0.33,1.00,0.33,0.33,0.11,0.56,0.11,0.78,0.78,0.78";"1510399378"
"closet interior";"26";"0";"30";"74.65";"5.39";"https://www.trendir.com/closet-interior-design-dont-overlook-it/";"0.00";"0.00";"1.00";"97700000";"1.00,1.00,0.67,0.67,1.00,1.00,0.67,0.67,0.67,1.00,1.00,0.67";"1508814148"
"interior floor paint wood floors";"90";"0";"10";"88.14";"1.11";"https://www.trendir.com/painted-wood-floor-designs-most-popular/";"0.00";"0.00";"1.00";"6050000";"1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50";"1509206995"
"residential interior design ideas";"32";"21";"10";"69.94";"4.96";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.38";"23600000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1510675257"
"interior design flooring ideas";"6";"0";"10";"66.06";"1.26";"https://www.trendir.com/beautiful-tile-flooring-ideas-for-living-room-kitchen-bathroom-designs/";"0.00";"0.00";"0.86";"31600000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00";"1509311780"
"interior partitions for homes";"42";"35";"40";"81.23";"2.02";"https://www.trendir.com/retractable-walls-flexible-living/";"0.00";"0.00";"1.00";"17000000";"0.56,0.44,0.44,0.11,0.44,0.33,0.22,0.11,0.78,0.44,0.44,1.00";"1510371849"
"interior tiles";"4";"0";"10";"71.56";"1.55";"https://www.trendir.com/beautiful-tile-flooring-ideas-for-living-room-kitchen-bathroom-designs/";"0.00";"0.00";"0.98";"6660000";"0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,0.50,0.50,0.50,0.50";"1509249841"
"modern interior home designs";"5";"0";"10";"83.00";"3.20";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.80";"18100000";"0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,1.00,0.50,0.50,1.00";"1509242587"
"barn door for interior";"87";"0";"40";"82.30";"1.78";"https://www.trendir.com/barn-doors/";"0.00";"0.00";"1.00";"4100000";"1.00,0.60,0.60,0.60,0.80,1.00,0.60,0.80,0.60,0.60,0.80,1.00";"1508624680"
"bathroom interior design photo gallery";"41";"0";"10";"82.39";"1.34";"https://www.trendir.com/beautiful-tile-flooring-ideas-for-living-room-kitchen-bathroom-designs/";"0.00";"0.00";"1.00";"79100000";"0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00";"1509203151"
"church interior decorating";"17";"0";"40";"69.38";"2.03";"https://www.trendir.com/bold-interior-decorating-ideas-church-conversion/";"0.00";"0.00";"0.64";"2940000";"0.29,1.00,1.00,0.57,0.43,0.29,0.43,0.29,0.29,0.29,1.00,0.29";"1508733262"
"home interior design for small houses";"47";"0";"10";"88.76";"2.08";"https://www.trendir.com/";"0.00";"0.00";"0.80";"10900000";"1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00";"1509250861"
"contemporary interior doors";"30";"0";"590";"59.46";"1.75";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"4090000";"0.82,0.67,0.82,0.67,0.82,0.82,0.82,1.00,1.00,0.82,1.00,1.00";"1509571865"
"log cabin interior design";"63";"0";"210";"73.87";"5.14";"https://www.trendir.com/modern-log-cabin-design-will-blow-your-mind/";"0.00";"0.00";"0.41";"29000000";"0.81,0.66,0.53,0.53,0.66,0.81,0.81,1.00,0.66,0.34,0.81,0.81";"1510756362"
"interior glass sliding doors";"36";"41";"140";"72.57";"1.48";"https://www.trendir.com/glass-sliding-door-from-albed/";"0.00";"0.00";"1.00";"55200000";"0.82,0.82,0.65,0.82,0.82,0.65,0.65,0.65,0.65,0.82,1.00,0.65";"1510811317"
"interior design images for home";"52";"0";"20";"81.95";"4.33";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.63";"44100000";"0.25,0.25,0.25,0.50,0.75,1.00,0.25,0.25,0.50,0.50,0.50,0.25";"1509099742"
"old home interior";"92";"0";"30";"86.83";"1.89";"https://www.trendir.com/swedish-home-interior-design-by-marie-olsson-nylander/";"0.00";"0.00";"0.73";"308000000";"0.50,0.50,0.75,0.25,0.50,0.50,0.75,0.50,1.00,0.50,0.50,1.00";"1508772837"
"luxury home interiors";"23";"33";"210";"79.99";"3.24";"https://www.trendir.com/incredible-luxury-home-interiors-in-russia/";"0.00";"0.00";"0.20";"3880000";"0.54,0.81,1.00,0.81,0.81,0.81,0.65,0.65,0.65,0.81,1.00,0.65";"1510841237"
"low cost house interior design";"64";"0";"50";"82.93";"2.88";"https://www.trendir.com/small-wooden-homes-and-cottages/";"0.00";"0.00";"0.57";"2180000";"0.11,1.00,0.11,0.11,1.00,0.11,0.22,0.11,0.56,1.00,1.00,0.44";"1510330474"
"interior color design";"62";"0";"70";"77.16";"5.79";"https://www.trendir.com/green-color-interior-design/";"0.00";"0.00";"0.37";"1550000000";"0.29,0.36,0.36,0.50,0.50,0.64,0.64,0.36,0.50,0.36,0.64,1.00";"1508435320"
"micro apartment interior design";"13";"10";"50";"78.80";"3.61";"https://www.trendir.com/micro-apartments/";"0.00";"0.00";"0.37";"15900000";"0.44,0.11,0.56,0.22,0.56,0.22,1.00,1.00,0.33,0.56,0.56,0.56";"1510328998"
"bedroom interiors";"17";"0";"50";"80.85";"3.67";"https://www.trendir.com/modern-bedroom-design-ideas/";"0.00";"0.00";"0.52";"57100000";"0.71,0.71,1.00,0.71,0.71,0.71,0.71,0.57,1.00,0.57,1.00,0.71";"1508625364"
"interior design decoration ideas";"66";"0";"90";"80.31";"16.72";"https://www.trendir.com/decorating-with-ceiling-fans-interior-design-ideas-that-work/";"0.00";"0.00";"0.81";"38000000";"0.11,0.22,1.00,0.33,0.11,0.78,0.56,0.11,0.11,0.33,0.33,0.22";"1509682584"
"home interiors design photos";"17";"18";"10";"82.69";"3.81";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.61";"139000000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1510612339"
"interior barn";"71";"0";"20";"79.69";"2.10";"https://www.trendir.com/barn-doors/";"0.00";"0.00";"0.76";"3730000";"0.25,0.50,0.25,0.25,0.25,0.75,0.50,0.50,0.50,0.75,0.75,1.00";"1509455959"
"websites for interior design ideas";"67";"66";"10";"80.15";"7.57";"https://www.trendir.com/";"0.00";"0.00";"0.53";"25600000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1510540013"
"interiors modern home furniture";"35";"0";"50";"80.56";"2.68";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.53";"109000000";"0.21,0.21,0.21,0.14,0.36,0.64,0.79,0.21,0.07,0.21,0.79,1.00";"1508555041"
"home interior design pictures";"37";"0";"40";"81.13";"2.41";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.71";"69100000";"0.29,0.43,0.43,0.57,0.57,0.43,0.29,0.71,0.57,0.43,1.00,0.57";"1508678998"
"interior wall siding panels";"63";"0";"70";"67.98";"1.46";"http://www.trendir.com/decorative-panels-by-totalston/";"0.00";"0.00";"1.00";"22600000";"0.56,1.00,0.78,0.33,0.78,0.11,0.11,0.11,0.44,0.78,0.78,0.44";"1507265158"
"how to design the interior of a house";"89";"0";"10";"85.89";"2.55";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.23";"497000000";"0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50";"1509476467"
"interior design ideas for small house";"57";"0";"10";"81.51";"1.99";"https://www.trendir.com/small-wooden-homes-and-cottages/";"0.00";"0.00";"0.28";"43400000";"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00";"1509298992"
"interior waterfall";"34";"0";"90";"76.54";"1.82";"https://www.trendir.com/interior-waterfall-from-adagio/";"0.00";"0.00";"1.00";"43900000";"0.82,0.29,0.41,0.53,0.41,0.41,0.41,0.53,1.00,0.65,0.82,0.82";"1508352697"
"bungalow style interiors";"85";"0";"40";"80.48";"2.53";"https://www.trendir.com/bungalow-style-house-by-architect-randy-bens/";"0.00";"0.00";"0.13";"6310000";"1.00,0.78,0.56,0.22,0.56,0.33,0.33,1.00,0.33,0.11,0.11,0.78";"1510398419"
"interior design bedroom ideas";"23";"0";"70";"75.43";"1.04";"https://www.trendir.com/modern-bedroom-design-ideas/";"0.00";"0.00";"0.26";"40500000";"1.00,0.50,0.36,0.36,0.36,0.36,0.21,0.36,0.29,0.36,0.50,0.36";"1508456158"
"interior design ideas for kitchen and living room";"86";"0";"10";"84.84";"3.88";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.32";"15100000";"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1510486872"
"interior design websites ideas";"84";"0";"10";"79.81";"4.61";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.81";"19600000";"0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00";"1509334851"
"lighting in interior design";"66";"0";"20";"77.13";"15.26";"https://www.trendir.com/white-room-interiors-25-design-ideas-for-the-color-of-light/";"0.00";"0.00";"0.21";"169000000";"0.50,0.25,0.25,0.25,0.25,0.50,0.75,1.00,0.50,0.25,0.50,0.25";"1509004491"
"eclectic interior design ideas";"73";"0";"20";"82.92";"3.06";"https://www.trendir.com/eclectic-interior-decorating-ideas-from-stockholm/";"0.00";"0.00";"0.22";"4010000";"0.75,0.50,0.25,0.75,0.50,0.75,0.50,0.25,0.25,0.50,0.50,1.00";"1509422115"
"interior designs for small houses";"44";"0";"20";"85.01";"2.10";"https://www.trendir.com/small-wooden-homes-and-cottages/";"0.00";"0.00";"0.36";"11000000";"0.33,0.67,0.33,0.33,0.33,0.33,0.67,1.00,0.67,1.00,0.67,0.67";"1508907567"
"interior luxury homes";"90";"0";"20";"80.54";"2.47";"https://www.trendir.com/house-design/luxury-homes/";"0.00";"0.00";"0.30";"84000000";"0.33,0.33,0.33,0.67,0.33,1.00,0.67,0.33,0.67,0.67,0.67,0.33";"1509406513"
"concrete interior floor";"53";"0";"30";"75.07";"2.45";"https://www.trendir.com/stylish-concrete-interiors/";"0.00";"0.00";"0.57";"98800000";"0.14,0.14,0.14,0.57,1.00,0.57,0.43,0.43,0.43,0.57,1.00,0.57";"1509401498"
"shutters for windows interior";"58";"0";"50";"82.23";"2.25";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"24200000";"1.00,0.44,0.44,0.78,0.22,0.33,0.56,0.56,1.00,0.56,0.44,0.56";"1508637416"
"modern farmhouse interior design";"29";"0";"90";"78.59";"1.36";"http://www.trendir.com/contemporary-farmhouse-interior-design-splashed-up-with-color/";"0.00";"0.00";"0.11";"20700000";"0.41,0.29,0.53,0.29,0.41,0.53,0.65,0.65,0.53,0.29,0.82,1.00";"1505455966"
"interior design ideas for small homes";"87";"0";"20";"83.13";"1.41";"https://www.trendir.com/small-wooden-homes-and-cottages/";"0.00";"0.00";"0.83";"29500000";"0.50,0.25,0.50,0.50,1.00,0.75,0.50,0.25,0.25,0.50,0.50,0.25";"1508994409"
"interior design ceiling";"23";"0";"20";"80.23";"1.29";"https://www.trendir.com/decorating-with-ceiling-fans-interior-design-ideas-that-work/";"0.00";"0.00";"0.55";"371000000";"0.33,1.00,0.33,0.67,0.67,0.33,0.33,0.67,0.67,0.67,0.33,0.67";"1509113357"
"contemporary home interior design";"12";"0";"40";"76.82";"4.00";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.25";"71500000";"0.60,1.00,1.00,0.60,1.00,0.80,0.60,0.80,0.80,0.60,0.80,0.80";"1508679750"
"barn style sliding doors interior";"45";"0";"30";"85.73";"1.19";"https://www.trendir.com/sliding-barn-doors-for-the-home/";"0.00";"0.00";"1.00";"613000";"0.43,0.14,0.29,0.29,0.29,0.29,0.29,0.57,1.00,0.43,0.71,0.43";"1508865492"
"interior decoration ideas for living room";"74";"0";"30";"79.67";"1.70";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.95";"5600000";"0.75,0.50,0.50,0.75,0.75,0.50,0.50,0.50,0.25,0.25,1.00,1.00";"1508738419"
"small home interior designs";"84";"0";"50";"82.11";"2.62";"https://www.trendir.com/small-wooden-homes-and-cottages/";"0.00";"0.00";"0.40";"24700000";"0.36,0.21,0.21,0.21,0.50,0.36,0.50,1.00,0.29,0.21,0.50,0.64";"1508515822"
"french interior design ideas";"96";"0";"20";"73.10";"1.71";"https://www.trendir.com/classic-french-interior-decor-with-a-modern-twist/";"0.00";"0.00";"0.31";"31400000";"0.25,1.00,0.50,0.50,0.50,0.50,0.50,0.25,0.50,0.50,0.25,0.75";"1509000716"
"pictures of tiny house interiors";"47";"0";"90";"86.52";"1.22";"https://www.trendir.com/small-wooden-homes-and-cottages/";"0.00";"0.00";"0.20";"8300000";"0.44,0.22,0.22,0.56,0.22,0.78,1.00,0.33,1.00,0.56,0.56,0.22";"1509686169"
"interior wall fountains";"74";"0";"30";"73.24";"1.65";"https://www.trendir.com/yosemite-falls/";"0.00";"0.00";"1.00";"30700000";"1.00,0.40,0.60,0.40,0.40,0.40,0.60,0.20,0.60,0.20,0.40,1.00";"1508717091"
"interior design photos";"21";"28";"210";"81.68";"4.17";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.40";"271000000";"0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.65,0.81,0.81,1.00,0.81";"1510845104"
"wood shutters interior";"77";"0";"320";"72.50";"2.12";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"23200000";"0.44,0.24,0.24,0.19,0.36,0.54,0.36,0.36,0.54,1.00,1.00,0.29";"1508865367"
"french home interior design";"86";"87";"10";"82.10";"2.71";"https://www.trendir.com/classic-french-interior-decor-with-a-modern-twist/";"0.00";"0.00";"0.23";"17900000";"0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50";"1510487311"
"contemporary home interior designs";"15";"0";"10";"74.69";"7.90";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.26";"25500000";"1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00";"1509206155"
"luxury house plans with photos of interior";"90";"0";"40";"68.63";"1.06";"https://www.trendir.com/house-design/luxury-homes/";"0.00";"0.00";"0.60";"13000000";"0.71,0.43,0.57,0.43,0.71,0.29,0.43,1.00,0.29,0.71,1.00,0.71";"1508673643"
"beach house interior designs";"74";"0";"50";"73.07";"6.36";"https://www.trendir.com/bold-exterior-beach-house-with-minimalist-interiors/";"0.00";"0.00";"0.22";"3500000";"0.27,0.18,0.36,0.64,1.00,0.45,0.64,0.36,0.09,0.18,0.45,0.45";"1508554280"
"paints for house interior photos";"97";"0";"10";"81.75";"4.14";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.56";"16300000";"1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00";"1510542016"
"column designs for interior";"27";"22";"50";"71.70";"6.20";"https://www.trendir.com/columns-in-interior-design-decorating-ideas-by-sheldon-mindel-associates/";"0.00";"0.00";"1.00";"40400000";"0.44,0.11,0.56,0.22,0.56,0.22,1.00,1.00,0.33,0.56,0.56,0.56";"1510348855"
"interior wood window shutters";"41";"0";"40";"74.24";"6.32";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"19600000";"0.80,0.40,0.80,0.40,1.00,0.80,0.60,0.60,0.60,0.80,1.00,0.80";"1508698496"
"office interior ideas";"62";"0";"10";"81.13";"8.24";"https://www.trendir.com/interior-ideas-for-the-home-office-modern-scandinavian-style/";"0.00";"0.00";"0.25";"8340000";"1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50";"1509366804"
"luxury interior design living room";"84";"0";"40";"83.38";"6.58";"https://www.trendir.com/best-private-jet-interior-designs/";"0.00";"0.00";"1.00";"95900000";"1.00,0.78,0.78,0.22,0.78,0.22,0.11,1.00,0.44,0.78,0.78,0.33";"1510372411"
"modern apartment interior design";"12";"0";"30";"80.72";"5.55";"https://www.trendir.com/interiors/apartment-interiors/";"0.00";"0.00";"0.22";"58200000";"1.00,0.80,0.60,0.80,0.80,0.80,0.60,0.20,0.40,0.60,0.40,0.60";"1509507638"
"interior design mid century modern";"98";"0";"20";"73.36";"1.52";"https://www.trendir.com/contemporary-loft-design-with-midcentury-modern-interiors/";"0.00";"0.00";"0.18";"16200000";"1.00,0.67,0.67,0.67,0.67,0.67,0.33,1.00,0.33,0.67,1.00,0.67";"1508901975"
"rustic log cabin interiors";"15";"13";"50";"78.34";"1.05";"https://www.trendir.com/rustic-log-cabin-design-with-stunning-interiors/";"0.00";"0.00";"0.31";"2120000";"0.44,0.44,0.56,0.11,0.56,0.11,0.33,0.33,1.00,0.56,0.56,1.00";"1510225947"
"cottage interior design";"38";"44";"260";"81.41";"9.40";"https://www.trendir.com/white-rustic-interior-design-cottage-style-decor/";"0.00";"0.00";"0.24";"2660000";"0.66,0.66,0.53,0.81,1.00,0.81,0.66,0.66,0.81,0.81,1.00,0.81";"1510835250"
"summer house interior design";"19";"0";"10";"63.26";"6.82";"https://www.trendir.com/summer-house-interior-design-ideas-from-berlin/";"0.00";"0.00";"0.09";"14600000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509314938"
"interior design small house";"58";"0";"20";"86.41";"2.79";"https://www.trendir.com/small-home-design-ideas-metal-clad-house-with-wood-interior/";"0.00";"0.00";"0.20";"101000000";"0.33,0.33,0.33,0.33,0.67,0.67,0.33,0.67,0.67,1.00,1.00,1.00";"1509422144"
"apartments interior design";"25";"0";"30";"89.58";"2.79";"https://www.trendir.com/interiors/apartment-interiors/";"0.00";"0.00";"0.23";"102000000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,0.33,0.33,1.00,1.00";"1509365583"
"color interior design";"27";"17";"90";"75.56";"12.74";"http://www.trendir.com/green-color-interior-design/";"0.00";"0.00";"0.32";"102000000";"1.00,0.82,0.64,0.64,0.64,0.64,1.00,1.00,0.82,0.64,0.82,1.00";"1505456980"
"home interior furniture design";"81";"0";"10";"77.46";"1.30";"https://www.trendir.com/";"0.00";"0.00";"0.77";"354000000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509567788"
"folding window shutters interior";"23";"20";"40";"75.21";"3.84";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"11700000";"1.00,0.44,0.33,1.00,0.33,0.33,0.11,0.56,0.11,0.78,0.78,0.44";"1510401505"
"interior sliding doors with glass";"79";"0";"30";"72.85";"1.71";"https://www.trendir.com/glass-sliding-door-from-albed/";"0.00";"0.00";"1.00";"14800000";"0.80,0.20,0.80,0.40,0.60,0.20,0.20,0.40,0.80,1.00,0.40,0.60";"1509314264"
"cottage interior design ideas";"36";"0";"30";"77.13";"1.18";"https://www.trendir.com/cottage-style-decor-by-architecture-and-interior-design-firm/";"0.00";"0.00";"0.35";"27600000";"1.00,0.57,0.71,0.29,0.43,0.29,0.29,0.29,0.29,0.43,0.57,0.43";"1509511027"
"loft interior design";"25";"24";"210";"70.37";"3.16";"https://www.trendir.com/unique-loft-interior-design-in-new-york/";"0.00";"0.00";"0.13";"81900000";"0.81,0.81,0.66,0.66,0.44,0.81,0.66,0.66,0.81,0.66,1.00,0.81";"1510835926"
"loft interior design";"24";"23";"210";"70.37";"3.16";"https://www.trendir.com/beautiful-loft-interior-design-in-san-francisco/";"0.00";"0.00";"0.13";"81900000";"0.81,0.81,0.66,0.66,0.44,0.81,0.66,0.66,0.81,0.66,1.00,0.81";"1510835926"
"window wood shutters interior";"63";"0";"20";"77.03";"2.84";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"19000000";"0.67,0.67,0.33,0.33,0.33,1.00,0.67,0.33,0.33,0.67,0.67,0.67";"1509513173"
"bathroom interior";"76";"0";"140";"83.53";"2.11";"https://www.trendir.com/modern-bathroom-interior-from-1/";"0.00";"0.00";"0.35";"207000000";"0.43,0.33,0.43,0.43,0.52,0.43,0.52,0.81,0.81,0.81,1.00,0.67";"1510756196"
"decorated homes interior";"65";"0";"40";"86.28";"1.25";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.29";"42500000";"0.80,0.80,0.80,0.60,0.60,1.00,0.40,0.80,0.80,1.00,0.80,0.60";"1508712838"
"tropical interiors";"44";"0";"90";"67.82";"1.17";"https://www.trendir.com/contemporary-tropical-interior-design/";"0.00";"0.00";"0.12";"1860000";"0.82,1.00,1.00,0.82,0.82,0.82,0.45,0.64,0.64,1.00,0.82,1.00";"1508347347"
"interior design in small house";"97";"0";"10";"76.17";"3.38";"https://www.trendir.com/small-home-design-ideas-metal-clad-house-with-wood-interior/";"0.00";"0.00";"0.24";"106000000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00";"1509538815"
"tiles for interior walls";"64";"69";"40";"65.53";"1.42";"https://www.trendir.com/wood-effect-tiles-for-floors-and-walls/";"0.00";"0.00";"1.00";"48100000";"1.00,0.11,0.11,1.00,0.44,0.11,0.78,0.22,0.11,0.11,0.11,0.11";"1510403864"
"solid shutters interior window";"74";"0";"70";"69.20";"4.45";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"868000";"0.56,0.33,0.78,0.22,0.78,1.00,0.44,0.44,0.11,0.78,0.78,0.78";"1510014564"
"interior glass walls";"74";"77";"210";"60.22";"2.00";"https://www.trendir.com/panorama-house-design-glass-walls-modern-interiors/";"0.00";"0.00";"0.99";"49400000";"1.00,0.81,0.65,0.65,0.81,0.81,0.81,0.81,0.65,0.65,0.81,0.81";"1510843499"
"interior designs for small homes";"76";"0";"40";"77.21";"9.48";"https://www.trendir.com/small-wooden-homes-and-cottages/";"0.00";"0.00";"0.45";"10600000";"0.18,0.82,1.00,1.00,0.18,0.18,0.09,0.09,0.18,0.18,0.18,0.18";"1508679033"
"apartments interior design ideas";"11";"13";"10";"84.48";"2.33";"https://www.trendir.com/interiors/apartment-interiors/";"0.00";"0.00";"0.24";"21300000";"0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,0.50,0.50,0.50,0.50";"1510724954"
"mini shutters interior";"51";"37";"50";"76.57";"1.41";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"17500000";"0.78,1.00,1.00,0.33,1.00,0.11,0.22,0.11,0.56,1.00,1.00,0.44";"1510328925"
"home interior design for living room";"83";"0";"10";"82.52";"2.15";"https://www.trendir.com/interiors/";"0.00";"0.00";"1.00";"207000000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509333652"
"modern pocket doors interior";"66";"0";"90";"64.25";"3.46";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"94300000";"0.22,0.78,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.78";"1509686429"
"home interior ideas for living room";"40";"0";"20";"83.46";"1.04";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.88";"3120000";"0.50,0.50,0.25,1.00,0.75,0.75,0.50,0.25,0.75,0.25,1.00,1.00";"1508937098"
"interior barn door";"93";"0";"1600";"82.18";"1.47";"https://www.trendir.com/barn-doors/";"0.00";"0.00";"1.00";"6300000";"0.79,0.67,0.67,0.54,0.67,0.79,0.67,0.67,0.67,0.67,1.00,1.00";"1508866684"
"folding interior shutters";"13";"11";"50";"70.22";"1.85";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"2390000";"0.78,0.44,0.44,1.00,0.44,0.11,0.22,0.56,0.22,1.00,1.00,0.44";"1510351360"
"pool house interior designs";"46";"0";"30";"83.59";"4.08";"https://www.trendir.com/pool-house-bar-design-uses-classic-tile-to-make-a-modern-statement/";"0.00";"0.00";"0.40";"11500000";"0.60,0.80,0.40,0.80,1.00,0.80,0.60,0.20,0.40,0.40,0.80,1.00";"1508719593"
"traditional interior shutters";"94";"0";"50";"66.46";"2.05";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"5760000";"0.57,1.00,0.71,0.71,0.57,0.57,0.57,0.71,0.71,0.43,1.00,1.00";"1508515707"
"modern wood interior doors";"55";"0";"30";"67.69";"1.30";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"4140000";"1.00,0.60,1.00,0.60,0.40,0.40,0.40,0.40,1.00,0.60,1.00,0.80";"1509536977"
"beach house interior decorating";"55";"0";"30";"82.92";"2.13";"https://www.trendir.com/eclectic-modern-beach-house-mix-and-match-home-decorating/";"0.00";"0.00";"0.97";"3450000";"0.40,0.20,0.80,1.00,0.80,1.00,0.80,0.80,0.40,0.60,0.20,0.40";"1509513058"
"unique interior design";"17";"24";"110";"64.44";"8.94";"https://www.trendir.com/unique-interior-design-by-gad-architecture/";"0.00";"0.00";"0.42";"102000000";"0.65,0.65,0.53,0.53,0.53,0.65,0.65,0.65,0.82,0.65,1.00,1.00";"1510876508"
"interior wooden window shutters";"54";"0";"40";"73.39";"1.46";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"16400000";"0.43,0.29,0.14,0.29,0.57,0.57,0.71,0.71,0.57,1.00,0.71,0.29";"1508649419"
